	Group1	Group2	p	q
0	SAM	E	0.03144373454589236	0.06288746909178472
1	SAM	FL	0.04216493125336296	0.06324739688004444
2	SAM	FR	0.6047728544859003	0.7257274253830804
3	E	FL	0.9048611294504482	0.9048611294504482
4	E	FR	0.0026840150452621062	0.012558873779159607
5	FL	FR	0.004186291259719869	0.012558873779159607
