	Group1	Group2	p	q
0	SAM	E	0.04231527490571396	0.06347291235857094
1	SAM	FL	0.0422511061110756	0.06347291235857094
2	SAM	FR	0.609134009051957	0.7309608108623484
3	E	FL	0.8797804536658189	0.8797804536658189
4	E	FR	0.0062283985244683355	0.023405182910219466
5	FL	FR	0.007801727636739821	0.023405182910219466
