	Group1	Group2	p	q
0	SAM	E	0.09542128715002933	0.14313193072504402
1	SAM	FL	0.05145438132260401	0.10290876264520803
2	SAM	FR	0.3839881633980565	0.4607857960776678
3	E	FL	0.892039332902259	0.892039332902259
4	E	FR	0.0076163634080199044	0.022849090224059714
5	FL	FR	0.0018112882341088823	0.010867729404653295
