	Group1	Group2	p	q
0	SAM	E	0.012073797243122887	0.01947445939507517
1	SAM	FL	0.00597726809246342	0.01793180427739026
2	SAM	FR	0.6788452994243183	0.8110701293339075
3	E	FL	0.8110701293339075	0.8110701293339075
4	E	FR	0.012982972930050112	0.01947445939507517
5	FL	FR	0.005775498089305207	0.01793180427739026
