	Group1	Group2	p	q
0	SAM	E	0.055829294639240065	0.0837439419588601
1	SAM	FL	0.02315095198524634	0.04630190397049268
2	SAM	FR	0.6047728544859003	0.7199178531944465
3	E	FL	0.7199178531944465	0.7199178531944465
4	E	FR	0.006415382954937489	0.01924614886481247
5	FL	FR	0.001690641961907076	0.010143851771442457
