	Group1	Group2	p	q
0	E	FR	1.347599163430058e-10	4.0427974902901745e-10
1	E	SAM	3.81203805190424e-05	5.71805707785636e-05
2	E	FL	0.5961602729328626	0.5961602729328626
3	FR	SAM	0.0792092132503026	0.09505105590036311
4	FR	FL	2.0125459861344618e-12	1.207527591680677e-11
5	SAM	FL	3.2356025745322228e-06	6.4712051490644456e-06
