	Group1	Group2	p	q
0	E	FR	2.953002949347462e-09	8.859008848042387e-09
1	E	SAM	2.4937407893194127e-06	3.740611183979119e-06
2	E	FL	0.49565705683327244	0.5651690685590465
3	FR	SAM	0.5651690685590465	0.5651690685590465
4	FR	FL	1.805657284630285e-11	1.083394370778171e-10
5	SAM	FL	6.714064148136423e-08	1.3428128296272846e-07
