	Group1	Group2	p	q
0	SAM	E	0.09933639730655072	0.1490045959598261
1	SAM	FL	0.03814187190354866	0.07628374380709732
2	SAM	FR	0.4462091899273134	0.5354510279127761
3	E	FL	0.7860462141057384	0.7860462141057384
4	E	FR	0.010824527974145279	0.032473583922435836
5	FL	FR	0.001600466705394756	0.009602800232368537
