	Group1	Group2	p	q
0	SAM	E	0.014276948952934444	0.021415423429401666
1	SAM	FL	0.010177442378203762	0.020354884756407524
2	SAM	FR	0.8359944985248412	0.9048611294504482
3	E	FL	0.9048611294504482	0.9048611294504482
4	E	FR	0.00873515525565416	0.020354884756407524
5	FL	FR	0.005775498089305207	0.020354884756407524
