	Group1	Group2	p	q
0	SAM	E	0.14148212148279338	0.21222318222419007
1	SAM	FL	0.04927343855331761	0.09854687710663522
2	SAM	FR	0.24995961262448663	0.29995153514938394
3	E	FL	0.5451855468245934	0.5451855468245934
4	E	FR	0.005761162816017589	0.017283488448052768
5	FL	FR	0.0015037016929164977	0.009022210157498987
