	Group1	Group2	p	q
0	SAM	E	0.06393908930754381	0.09590863396131573
1	SAM	FL	0.010177442378203762	0.028592457154873883
2	SAM	FR	0.7561583284149302	0.7561583284149302
3	E	FL	0.47328946538009	0.567947358456108
4	E	FR	0.014296228577436941	0.028592457154873883
5	FL	FR	0.0010461526573191213	0.006276915943914728
