featureid	rab.all	rab.win.Trt1	rab.win.Trt5	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
Methanomethylophilaceae_uncl|9af52a9758c50a5a0cdfc9eb06d55d6f	4.03928905813676	2.99813114015909	4.86228695742348	1.64832299714292	1.409579806411	1.25300146939455	0.0917972641136049	0.00289432793566463	0.0392777789086667	0.00576923076923077	0.0666225759194509
Methanimicrococcus_unid_methanogen|48e85a9a857b4a2519ae19161151bd77	-3.49457469780578	-8.16975430273311	0.0926264953700198	9.53971377742554	4.38962672739887	2.12668957702923	0.000137056276785441	9.54066447677689e-05	0.00282110853288707	0.000156614219114219	0.00485504079254079
Methanomethylophilaceae_uncl|d2f4c2e460ea27e6b4b45e72bd385f51	1.67607270770759	0.828348545776008	2.26179916163113	1.32838554465434	1.13416161601603	1.13612445983676	0.0957034962571509	0.00544516249821743	0.0565335042675237	0.00636290792540793	0.0693405205905206
