#SampleID	B1007	B1008	B1009	B1010	B1011	B1012	B1013	B1014	B1015	B1016	B1017	B1018	B1019	B1020	B1021	B1022	B1025	B1026	B2007	B2008	B2009	B2010	B2011	B2012	B2013	B2014	B2015	B2016	B2017	B2018	B2019	B2020	B2021	B2022	B2023	B2024	B2025	B2026
B1020	0.6126629422718808	0.6581632653061225	0.6111111111111112	0.6048526863084922	0.6018867924528302	0.6961206896551724	0.6260504201680672	0.6609195402298851	0.6845238095238095	0.6998050682261209	0.6110124333925401	0.6835164835164835	0.5640074211502782	0.0	0.6201680672268908	0.5491651205936919	0.7023809523809523	0.6158301158301158	0.7443868739205527	0.7485928705440901	0.7197231833910035	0.7702127659574468	0.7298747763864043	0.7768595041322314	0.7290909090909091	0.7504950495049505	0.7346534653465346	0.7540322580645161	0.7117117117117117	0.7837837837837838	0.7348353552859619	0.7707006369426752	0.7111517367458866	0.7408906882591093	0.7317554240631163	0.7317073170731707	0.7249070631970258	0.7290909090909091
B1021	0.6521008403361345	0.6698113207547169	0.6493955094991365	0.6614906832298136	0.5950704225352113	0.6626262626262627	0.6534090909090909	0.6402877697841727	0.6180422264875239	0.6931407942238267	0.606312292358804	0.6827309236947792	0.6309719934102141	0.6201680672268908	0.0	0.5875420875420876	0.6379310344827587	0.5927272727272728	0.7231270358306189	0.6931407942238267	0.6998368678629691	0.7669902912621359	0.7405582922824302	0.7519230769230769	0.7186440677966102	0.7329650092081031	0.73224043715847	0.7142857142857143	0.6870748299319728	0.7486338797814208	0.7265372168284789	0.7674418604651163	0.7128378378378378	0.7402597402597403	0.7226277372262774	0.7247191011235955	0.7277397260273972	0.7010309278350515
B1022	0.6152450090744102	0.6527545909849749	0.6240740740740741	0.6003401360544217	0.6124314442413162	0.6716417910447762	0.6229508196721312	0.6547842401500938	0.669921875	0.7026515151515151	0.5865724381625441	0.6816239316239316	0.5806451612903226	0.5491651205936919	0.5875420875420876	0.0	0.6900584795321637	0.5616438356164384	0.6975524475524476	0.7124060150375939	0.7042735042735043	0.7531380753138075	0.7160493827160493	0.7211740041928721	0.6939890710382514	0.7199211045364892	0.7066929133858267	0.7099391480730223	0.6840215439856373	0.746615087040619	0.6991304347826087	0.7510460251046025	0.6685082872928176	0.7276341948310139	0.7039215686274509	0.7056451612903226	0.6938775510204082	0.7034358047016275
B1025	0.719758064516129	0.7721518987341772	0.7160751565762005	0.7271062271062271	0.6854166666666667	0.6621621621621622	0.7139479905437353	0.7306034482758621	0.6345679012345679	0.6738095238095239	0.6797642436149313	0.649171270718232	0.6558704453441295	0.7023809523809523	0.6379310344827587	0.6900584795321637	0.0	0.6717724288840262	0.7684630738522954	0.7758241758241758	0.7573964497041421	0.8241206030150754	0.7603305785123967	0.8039702233250621	0.7468085106382979	0.7995391705069125	0.7611241217798594	0.7669902912621359	0.7289915966386554	0.8073394495412844	0.7747035573122529	0.794344473007712	0.75	0.7602905569007264	0.7775229357798165	0.7848699763593381	0.7478260869565218	0.7703549060542797
B1026	0.6679389312977099	0.6582278481012658	0.6358148893360159	0.6268115942028986	0.606425702811245	0.7023255813953488	0.6659340659340659	0.6359832635983264	0.6401766004415012	0.7136929460580913	0.6	0.656934306569343	0.6334586466165414	0.6158301158301158	0.5927272727272728	0.5616438356164384	0.6717724288840262	0.0	0.7047619047619048	0.6492374727668845	0.7166666666666667	0.7417061611374408	0.7347328244274809	0.7296037296037297	0.7011952191235059	0.6876404494382022	0.6989010989010989	0.6782407407407407	0.6772277227722773	0.7044444444444444	0.6990476190476189	0.7087378640776699	0.7098039215686275	0.6658932714617171	0.7043478260869566	0.6796338672768879	0.7142857142857143	0.6720977596741344
B2007	0.6766355140186916	0.7167235494880546	0.6640776699029126	0.6871794871794872	0.6938775510204082	0.7784946236559139	0.7304526748971193	0.7170542635658915	0.7429718875502008	0.7790697674418605	0.6790780141843972	0.7593818984547461	0.6932624113475178	0.7443868739205527	0.7231270358306189	0.6975524475524476	0.7684630738522954	0.7047619047619048	0.0	0.5842696629213483	0.5262054507337526	0.7088305489260143	0.5337690631808278	0.7062937062937062	0.5577342047930284	0.6681614349775785	0.6160919540229886	0.7117516629711752	0.5904365904365905	0.7219827586206896	0.5740740740740741	0.7002398081534772	0.5787234042553191	0.6395348837209303	0.6227272727272727	0.662870159453303	0.6102783725910065	0.6572008113590264
B2008	0.7244094488188977	0.6869070208728653	0.6861924686192469	0.6913123844731978	0.7297830374753451	0.7699757869249395	0.7426636568848759	0.7025862068965517	0.7337807606263982	0.7949260042283298	0.7148217636022514	0.7512437810945274	0.7486136783733827	0.7485928705440901	0.6931407942238267	0.7124060150375939	0.7758241758241758	0.6492374727668845	0.5842696629213483	0.0	0.6260683760683761	0.6488764044943821	0.6901709401709402	0.6325966850828729	0.6532438478747203	0.5567567567567567	0.6683046683046683	0.6143617021276596	0.6652267818574514	0.6155844155844156	0.6673684210526316	0.5906432748538012	0.6518847006651884	0.5849056603773585	0.6451612903225806	0.5795148247978437	0.7054945054945055	0.5934579439252337
B2009	0.6794871794871795	0.7077702702702703	0.649325626204239	0.6717687074829932	0.6697588126159555	0.7742616033755274	0.7116564417177914	0.7264150943396226	0.7142857142857143	0.7981308411214953	0.6678383128295254	0.7580993520518359	0.6725663716814161	0.7197231833910035	0.6998368678629691	0.7042735042735043	0.7573964497041421	0.7166666666666667	0.5262054507337526	0.6260683760683761	0.0	0.6778042959427207	0.5797101449275363	0.7090909090909091	0.5638297872340425	0.6832971800433839	0.6148648648648649	0.6973684210526315	0.5781893004115226	0.7161016949152542	0.5794768611670021	0.7062937062937062	0.5479744136460555	0.6470588235294118	0.6274944567627494	0.6666666666666666	0.5944798301486199	0.6607142857142857
B2010	0.7550111358574609	0.7592592592592593	0.7287735849056604	0.7494949494949495	0.7611607142857143	0.7925072046109509	0.7247956403269755	0.7457212713936431	0.7769230769230769	0.8181818181818182	0.7836734693877551	0.7744807121661721	0.7950819672131147	0.7702127659574468	0.7669902912621359	0.7531380753138075	0.8241206030150754	0.7417061611374408	0.7088305489260143	0.6488764044943821	0.6778042959427207	0.0	0.7434052757793765	0.6190476190476191	0.6605744125326372	0.6596385542168675	0.6831395348837209	0.6625386996904025	0.7066014669926651	0.6504559270516718	0.6985645933014354	0.6014234875444839	0.6623711340206185	0.6025641025641025	0.6637426900584795	0.6095238095238096	0.6979166666666666	0.6879795396419437
B2011	0.6762452107279694	0.7605396290050591	0.6606786427145709	0.7118353344768439	0.6889312977099237	0.7943107221006565	0.7288135593220338	0.7548262548262549	0.7042553191489361	0.7980392156862746	0.6859205776173285	0.7725225225225225	0.6788990825688074	0.7298747763864043	0.7405582922824302	0.7160493827160493	0.7603305785123967	0.7347328244274809	0.5337690631808278	0.6901709401709402	0.5797101449275363	0.7434052757793765	0.0	0.7004830917874396	0.5407239819004525	0.7234513274336283	0.573170731707317	0.7064220183486238	0.5692640692640693	0.7312775330396476	0.55863539445629	0.7288135593220338	0.5847826086956521	0.6821345707656613	0.5772946859903382	0.6836027713625866	0.5302325581395348	0.6728395061728395
