#SampleID	B1057	B1058	B1059	B1060	B1061	B1062	B1063	B1064	B1065	B1066	B2057	B2058	B2059	B2060	B2061	B2062	B2063	B2064	B2065	B2066
B1057	0.0	0.3481898907103825	0.4035177595628415	0.3635587431693989	0.4462090163934426	0.4709699453551913	0.3860997267759563	0.41273907103825136	0.5099043715846995	0.4240095628415301	0.5959699453551912	0.567964480874317	0.5580601092896175	0.5467896174863388	0.5662568306010929	0.5604508196721312	0.5636953551912568	0.5640368852459017	0.5677937158469946	0.5403005464480874
B1058	0.3481898907103825	0.0	0.4192281420765027	0.3859289617486339	0.4060792349726776	0.4576502732240437	0.34084699453551914	0.3350409836065574	0.4549180327868853	0.36526639344262296	0.5669398907103825	0.51775956284153	0.536714480874317	0.5220286885245902	0.5457650273224044	0.5360314207650273	0.5204918032786885	0.5409836065573771	0.5414959016393442	0.5172472677595629
B1059	0.4035177595628415	0.4192281420765027	0.0	0.3603142076502732	0.38473360655737693	0.39702868852459017	0.3650956284153005	0.3558743169398907	0.40095628415300544	0.3394808743169399	0.6290983606557377	0.6152663934426229	0.5860655737704918	0.5812841530054644	0.5749658469945356	0.5631830601092896	0.6092896174863388	0.5976775956284153	0.5724043715846995	0.5543032786885246
B1060	0.3635587431693989	0.3859289617486339	0.3603142076502732	0.0	0.4079576502732241	0.4135928961748634	0.3790983606557377	0.3430669398907104	0.4327185792349727	0.3463114754098361	0.581113387978142	0.5440573770491803	0.5158811475409836	0.5013661202185792	0.5051229508196722	0.4970969945355192	0.5372267759562842	0.5271516393442623	0.5225409836065574	0.4970969945355192
B1061	0.4462090163934426	0.4060792349726776	0.38473360655737693	0.4079576502732241	0.0	0.34153005464480873	0.39651639344262296	0.3833674863387978	0.35228825136612024	0.32223360655737704	0.6130464480874317	0.581113387978142	0.5266393442622951	0.5334699453551912	0.4774590163934426	0.4586748633879781	0.5619877049180327	0.5674521857923497	0.5070013661202186	0.4851434426229509
B1062	0.4709699453551913	0.4576502732240437	0.39702868852459017	0.4135928961748634	0.34153005464480873	0.0	0.4269125683060109	0.4378415300546448	0.4503073770491803	0.3698770491803279	0.6453210382513661	0.6335382513661202	0.5660860655737705	0.563353825136612	0.5221994535519126	0.5141734972677595	0.600922131147541	0.61150956284153	0.5515710382513661	0.5373975409836066
B1063	0.3860997267759563	0.34084699453551914	0.3650956284153005	0.3790983606557377	0.39651639344262296	0.4269125683060109	0.0	0.3280396174863388	0.4026639344262295	0.3591188524590164	0.5735997267759563	0.5302254098360656	0.5549863387978142	0.5117827868852459	0.5775273224043715	0.5614754098360656	0.5397882513661202	0.5358606557377049	0.5406420765027322	0.505464480874317
B1064	0.41273907103825136	0.3350409836065574	0.3558743169398907	0.3430669398907104	0.3833674863387978	0.4378415300546448	0.3280396174863388	0.0	0.3466530054644809	0.2995218579234973	0.5662568306010929	0.5348360655737705	0.524077868852459	0.5039275956284153	0.5314207650273224	0.5295423497267759	0.5167349726775956	0.5109289617486339	0.4943647540983607	0.4851434426229509
B1065	0.5099043715846995	0.4549180327868853	0.40095628415300544	0.4327185792349727	0.35228825136612024	0.4503073770491803	0.4026639344262295	0.3466530054644809	0.0	0.3109631147540984	0.6045081967213115	0.5669398907103825	0.5032445355191257	0.5070013661202186	0.4895833333333333	0.4849726775956284	0.5131489071038251	0.5379098360655737	0.4812158469945355	0.4796789617486339
B1066	0.4240095628415301	0.36526639344262296	0.3394808743169399	0.3463114754098361	0.32223360655737704	0.3698770491803279	0.3591188524590164	0.2995218579234973	0.3109631147540984	0.0	0.5848702185792349	0.5551571038251366	0.518613387978142	0.5155396174863388	0.5011953551912568	0.4947062841530054	0.5331284153005464	0.5380806010928961	0.4880464480874317	0.4576502732240437
