#SampleID	B1057	B1058	B1059	B1060	B1061	B1062	B1063	B1064	B1065	B1066	B2057	B2058	B2059	B2060	B2061	B2062	B2063	B2064	B2065	B2066
B2057	0.5959699453551912	0.5669398907103825	0.6290983606557377	0.581113387978142	0.6130464480874317	0.6453210382513661	0.5735997267759563	0.5662568306010929	0.6045081967213115	0.5848702185792349	0.0	0.4040300546448087	0.42776639344262296	0.358094262295082	0.46875	0.4748975409836066	0.3592896174863388	0.3563866120218579	0.389344262295082	0.41290983606557374
B2058	0.567964480874317	0.51775956284153	0.6152663934426229	0.5440573770491803	0.581113387978142	0.6335382513661202	0.5302254098360656	0.5348360655737705	0.5669398907103825	0.5551571038251366	0.4040300546448087	0.0	0.4243510928961749	0.3898565573770492	0.4675546448087432	0.4402322404371585	0.413422131147541	0.4076161202185792	0.4680669398907104	0.4637978142076503
B2059	0.5580601092896175	0.536714480874317	0.5860655737704918	0.5158811475409836	0.5266393442622951	0.5660860655737705	0.5549863387978142	0.524077868852459	0.5032445355191257	0.518613387978142	0.42776639344262296	0.4243510928961749	0.0	0.3492144808743169	0.3242827868852459	0.3239412568306011	0.3394808743169399	0.3212090163934426	0.367827868852459	0.3531420765027322
B2060	0.5467896174863388	0.5220286885245902	0.5812841530054644	0.5013661202185792	0.5334699453551912	0.563353825136612	0.5117827868852459	0.5039275956284153	0.5070013661202186	0.5155396174863388	0.358094262295082	0.3898565573770492	0.3492144808743169	0.0	0.3782445355191257	0.3649248633879781	0.35331284153005466	0.3712431693989071	0.34135928961748635	0.3319672131147541
B2061	0.5662568306010929	0.5457650273224044	0.5749658469945356	0.5051229508196722	0.4774590163934426	0.5221994535519126	0.5775273224043715	0.5314207650273224	0.4895833333333333	0.5011953551912568	0.46875	0.4675546448087432	0.3242827868852459	0.3782445355191257	0.0	0.27629781420765026	0.3826844262295082	0.4047131147540984	0.3640710382513661	0.3695355191256831
B2062	0.5604508196721312	0.5360314207650273	0.5631830601092896	0.4970969945355192	0.4586748633879781	0.5141734972677595	0.5614754098360656	0.5295423497267759	0.4849726775956284	0.4947062841530054	0.4748975409836066	0.4402322404371585	0.3239412568306011	0.3649248633879781	0.27629781420765026	0.0	0.3891734972677596	0.383879781420765	0.3690232240437159	0.3874658469945355
B2063	0.5636953551912568	0.5204918032786885	0.6092896174863388	0.5372267759562842	0.5619877049180327	0.600922131147541	0.5397882513661202	0.5167349726775956	0.5131489071038251	0.5331284153005464	0.3592896174863388	0.413422131147541	0.3394808743169399	0.35331284153005466	0.3826844262295082	0.3891734972677596	0.0	0.3106215846994536	0.3394808743169399	0.3572404371584699
B2064	0.5640368852459017	0.5409836065573771	0.5976775956284153	0.5271516393442623	0.5674521857923497	0.61150956284153	0.5358606557377049	0.5109289617486339	0.5379098360655737	0.5380806010928961	0.3563866120218579	0.4076161202185792	0.3212090163934426	0.3712431693989071	0.4047131147540984	0.383879781420765	0.3106215846994536	0.0	0.36851092896174864	0.4018101092896175
B2065	0.5677937158469946	0.5414959016393442	0.5724043715846995	0.5225409836065574	0.5070013661202186	0.5515710382513661	0.5406420765027322	0.4943647540983607	0.4812158469945355	0.4880464480874317	0.389344262295082	0.4680669398907104	0.367827868852459	0.34135928961748635	0.3640710382513661	0.3690232240437159	0.3394808743169399	0.36851092896174864	0.0	0.2925204918032787
B2066	0.5403005464480874	0.5172472677595629	0.5543032786885246	0.4970969945355192	0.4851434426229509	0.5373975409836066	0.505464480874317	0.4851434426229509	0.4796789617486339	0.4576502732240437	0.41290983606557374	0.4637978142076503	0.3531420765027322	0.3319672131147541	0.3695355191256831	0.3874658469945355	0.3572404371584699	0.4018101092896175	0.2925204918032787	0.0
