	Group1	Group2	p	q
0	E	SAM	0.03	0.052500000000000005
1	E	FL	0.652	0.652
2	E	FR	0.008	0.048
3	SAM	FL	0.035	0.052500000000000005
4	SAM	FR	0.403	0.48360000000000003
5	FL	FR	0.02	0.052500000000000005
