,Bacteroidota,Firmicutes,Proteobacteria,Actinobacteriota,Spirochaetota,Patescibacteria,Fibrobacterota,Verrucomicrobiota,Cyanobacteria,Desulfobacterota,Deinococcota,Planctomycetota,Bdellovibrionota,Synergistota,WPS-2,Elusimicrobiota,Chloroflexi,Campylobacterota,SAR324_clade(Marine_gr_B)
RF,52.58210093383171,30.73081394622029,7.162501718900403,3.117772805120448,2.4964684409885867,1.7432775367844686,0.7025614741289863,0.5831760279024415,0.3894090732939132,0.18314102483967348,0.10438413361169101,0.0975085319965497,0.053129648844273875,0.0225019689222807,0.02125185953770955,0.0100008750765692,0.0,0.0,0.0
