,Bacteroidota,Firmicutes,Actinobacteriota,Spirochaetota,Fibrobacterota,Proteobacteria,Patescibacteria,Desulfobacterota,Synergistota,Cyanobacteria,Verrucomicrobiota,WPS-2,Elusimicrobiota,Planctomycetota,Deinococcota,Chloroflexi,Campylobacterota,SAR324_clade(Marine_gr_B),Bdellovibrionota
RSP,43.935377561255194,42.50131346420213,3.2812723885943544,3.1881358360796677,3.1355972679944597,1.5582461670726464,1.4257056884940535,0.487175813153747,0.16000382098676982,0.12418207001958254,0.08477814395567655,0.08477814395567655,0.027463342408176914,0.005970291827864546,0.0,0.0,0.0,0.0,0.0
