	Group1	Group2	p	q
0	Trt5	Trt2	0.027	0.05833333333333334
1	Trt5	Trt1	0.031	0.05833333333333334
2	Trt5	Trt3	0.389	0.43222222222222223
3	Trt5	Trt4	0.487	0.487
4	Trt2	Trt1	0.081	0.11571428571428573
5	Trt2	Trt3	0.022	0.05833333333333334
6	Trt2	Trt4	0.031	0.05833333333333334
7	Trt1	Trt3	0.035	0.05833333333333334
8	Trt1	Trt4	0.027	0.05833333333333334
9	Trt3	Trt4	0.202	0.2525
