	Group1	Group2	p	q
0	FR	FL	0.029	0.052500000000000005
1	FR	SAM	0.464	0.529
2	FR	E	0.032	0.052500000000000005
3	FL	SAM	0.032	0.052500000000000005
4	FL	E	0.529	0.529
5	SAM	E	0.035	0.052500000000000005
