	Group1	Group2	p	q
0	Trt5	Trt2	0.096	0.13714285714285715
1	Trt5	Trt1	0.041	0.06833333333333334
2	Trt5	Trt3	0.025	0.06833333333333334
3	Trt5	Trt4	0.294	0.294
4	Trt2	Trt1	0.224	0.27999999999999997
5	Trt2	Trt3	0.258	0.2866666666666667
6	Trt2	Trt4	0.033	0.06833333333333334
7	Trt1	Trt3	0.024	0.06833333333333334
8	Trt1	Trt4	0.036	0.06833333333333334
9	Trt3	Trt4	0.028	0.06833333333333334
