	Group1	Group2	p	q
0	Trt3	Trt5	0.035	0.05285714285714286
1	Trt3	Trt1	0.03	0.05285714285714286
2	Trt3	Trt4	0.037	0.05285714285714286
3	Trt3	Trt2	0.025	0.05285714285714286
4	Trt5	Trt1	0.03	0.05285714285714286
5	Trt5	Trt4	0.056	0.06999999999999999
6	Trt5	Trt2	0.028	0.05285714285714286
7	Trt1	Trt4	0.032	0.05285714285714286
8	Trt1	Trt2	0.098	0.098
9	Trt4	Trt2	0.066	0.07333333333333333
