featureid	rab.all	rab.win.Trt1	rab.win.Trt5	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
Spirochaetaceae|802336f722117711ba9c546f49a4f50f	2.32427760586428	1.26577104013414	3.02509465625348	1.70257707094741	1.25341288400144	1.29733186903553	0.0682266585145467	0.00296461057905461	0.0459207116386636	0.00256531662781663	0.0360571334529668
Prevotella_u_r|30d01f6e414133dbea2c154c0291625f	0.208294305268122	-3.58638388919978	3.27960548285221	6.78523562643043	2.72481814229056	2.64989573228553	0.000137056276785441	0.000443975753799968	0.011470392156326	0.000155400155400155	0.0052629662004662
