#SampleID	A1027	A1028	A1029	A1030	A1031	A1032	A1033	A1034	A1035	A1036	A2027	A2028	A2029	A2030	A2031	A2032	A2033	A2034	A2035	A2036
A1027	0.0	0.2150837988826816	0.23910614525139665	0.23016759776536316	0.4072625698324022	0.2410614525139665	0.34441340782122903	0.4011173184357542	0.4547486033519553	0.4840782122905028	0.27625698324022346	0.3248603351955307	0.3175977653631285	0.27262569832402234	0.4164804469273743	0.3826815642458101	0.3810055865921788	0.3986033519553073	0.4332402234636871	0.4723463687150838
A1028	0.2150837988826816	0.0	0.10782122905027933	0.06089385474860335	0.22513966480446929	0.10474860335195532	0.19553072625698326	0.2181564245810056	0.3022346368715084	0.29860335195530724	0.12094972067039104	0.17318435754189945	0.15195530726256984	0.12960893854748606	0.2505586592178771	0.20977653631284915	0.22094972067039104	0.21564245810055865	0.2553072625698324	0.29441340782122905
A1029	0.23910614525139665	0.10782122905027933	0.0	0.1217877094972067	0.1885474860335196	0.12988826815642454	0.1558659217877095	0.22262569832402235	0.2558659217877095	0.2846368715083799	0.16983240223463686	0.16089385474860335	0.1611731843575419	0.1041899441340782	0.2600558659217877	0.23156424581005586	0.2569832402234637	0.2717877094972067	0.2893854748603352	0.3011173184357542
A1030	0.23016759776536316	0.06089385474860335	0.1217877094972067	0.0	0.23072625698324026	0.1100558659217877	0.2189944134078212	0.2354748603351955	0.31564245810055863	0.3120111731843576	0.13910614525139664	0.19301675977653632	0.15446927374301675	0.12569832402234635	0.24553072625698324	0.21396648044692734	0.22318435754189944	0.2181564245810056	0.2592178770949721	0.3036312849162011
A1031	0.4072625698324022	0.22513966480446929	0.1885474860335196	0.23072625698324026	0.0	0.2262569832402235	0.12960893854748606	0.11675977653631285	0.13603351955307266	0.16256983240223466	0.2287709497206704	0.15391061452513966	0.2011173184357542	0.21787709497206706	0.1564245810055866	0.14162011173184358	0.15810055865921788	0.1611731843575419	0.18687150837988828	0.1824022346368715
A1032	0.2410614525139665	0.10474860335195532	0.12988826815642454	0.1100558659217877	0.2262569832402235	0.0	0.19944134078212286	0.2259776536312849	0.30446927374301674	0.2977653631284916	0.17849162011173186	0.19832402234636876	0.17486033519553076	0.15726256983240222	0.2787709497206704	0.2396648044692737	0.24972067039106144	0.2463687150837989	0.2675977653631285	0.29860335195530724
A1033	0.34441340782122903	0.19553072625698326	0.1558659217877095	0.2189944134078212	0.12960893854748606	0.19944134078212286	0.0	0.15921787709497207	0.14162011173184358	0.223463687150838	0.2111731843575419	0.18016759776536312	0.18910614525139666	0.18268156424581009	0.2223463687150838	0.2036312849162011	0.20810055865921787	0.2201117318435754	0.2276536312849162	0.22290502793296088
A1034	0.4011173184357542	0.2181564245810056	0.22262569832402235	0.2354748603351955	0.11675977653631285	0.2259776536312849	0.15921787709497207	0.0	0.15921787709497207	0.10446927374301676	0.2036312849162011	0.15949720670391065	0.19217877094972066	0.21731843575418994	0.14860335195530727	0.15	0.09581005586592177	0.12988826815642454	0.15083798882681565	0.13491620111731845
A1035	0.4547486033519553	0.3022346368715084	0.2558659217877095	0.31564245810055863	0.13603351955307266	0.30446927374301674	0.14162011173184358	0.15921787709497207	0.0	0.13659217877094973	0.2916201117318436	0.21620111731843572	0.2689944134078212	0.2843575418994413	0.20279329608938548	0.1991620111731844	0.196927374301676	0.18324022346368715	0.16759776536312848	0.15614525139664806
A1036	0.4840782122905028	0.29860335195530724	0.2846368715083799	0.3120111731843576	0.16256983240223466	0.2977653631284916	0.223463687150838	0.10446927374301676	0.13659217877094973	0.0	0.28268156424581004	0.2349162011173184	0.25726256983240225	0.2888268156424581	0.15111731843575418	0.1935754189944134	0.15977653631284916	0.16787709497206704	0.17039106145251395	0.1005586592178771
A2027	0.27625698324022346	0.12094972067039104	0.16983240223463686	0.13910614525139664	0.2287709497206704	0.17849162011173186	0.2111731843575419	0.2036312849162011	0.2916201117318436	0.28268156424581004	0.0	0.11843575418994412	0.08128491620111733	0.12569832402234635	0.19664804469273744	0.1628491620111732	0.16955307262569833	0.18743016759776535	0.21424581005586596	0.2505586592178771
A2028	0.3248603351955307	0.17318435754189945	0.16089385474860335	0.19301675977653632	0.15391061452513966	0.19832402234636876	0.18016759776536312	0.15949720670391065	0.21620111731843572	0.2349162011173184	0.11843575418994412	0.0	0.10474860335195532	0.13547486033519554	0.13435754189944135	0.10754189944134078	0.14273743016759774	0.15977653631284916	0.1787709497206704	0.1893854748603352
