#SampleID	A1007	A1008	A1009	A1010	A1011	A1012	A1013	A1014	A1015	A1016	A1017	A1018	A1019	A1020	A1021	A1022	A1023	A1024	A1025	A1026	A2007	A2008	A2009	A2010	A2011	A2012	A2013	A2014	A2015	A2016	A2017	A2018	A2019	A2020	A2021	A2022	A2023	A2024	A2025	A2026
A2017	0.35897435897435903	0.3076923076923077	0.3684210526315789	0.3333333333333333	0.3142857142857143	0.35135135135135137	0.32432432432432434	0.3414634146341464	0.3142857142857143	0.2972972972972973	0.2777777777777778	0.2571428571428571	0.2571428571428571	0.3157894736842105	0.34210526315789475	0.35897435897435903	0.3888888888888889	0.35	0.34210526315789475	0.3684210526315789	0.30303030303030304	0.3142857142857143	0.2972972972972973	0.25	0.21875	0.34375	0.21212121212121213	0.2432432432432433	0.125	0.1176470588235294	0.0	0.28205128205128205	0.21212121212121213	0.21212121212121213	0.1891891891891892	0.17142857142857146	0.30952380952380953	0.3333333333333333	0.1875	0.3409090909090909
A2018	0.2368421052631579	0.275	0.2894736842105263	0.3	0.2777777777777778	0.3157894736842105	0.375	0.2682926829268293	0.2777777777777778	0.3902439024390244	0.2894736842105263	0.3157894736842105	0.35897435897435903	0.4047619047619048	0.3902439024390244	0.4047619047619048	0.3947368421052632	0.35714285714285715	0.35	0.3333333333333333	0.3611111111111111	0.3684210526315789	0.21621621621621626	0.3611111111111111	0.3783783783783784	0.4	0.2777777777777778	0.2564102564102564	0.25	0.2368421052631579	0.28205128205128205	0.0	0.32432432432432434	0.32432432432432434	0.2926829268292683	0.2368421052631579	0.1951219512195122	0.2195121951219512	0.3055555555555556	0.3111111111111111
A2019	0.40540540540540543	0.3947368421052632	0.4166666666666667	0.42105263157894735	0.3125	0.4	0.3235294117647059	0.34210526315789475	0.3636363636363637	0.3428571428571429	0.3235294117647059	0.30303030303030304	0.30303030303030304	0.3611111111111111	0.3428571428571429	0.40540540540540543	0.3939393939393939	0.35135135135135137	0.3428571428571429	0.37142857142857133	0.2413793103448276	0.3125	0.29411764705882354	0.2413793103448276	0.3225806451612903	0.2857142857142857	0.2	0.2857142857142857	0.10344827586206896	0.21212121212121213	0.21212121212121213	0.32432432432432434	0.0	0.13793103448275862	0.22857142857142854	0.15625	0.35	0.3333333333333333	0.10714285714285714	0.3414634146341464
A2020	0.3611111111111111	0.35135135135135137	0.37142857142857133	0.3783783783783784	0.25806451612903225	0.35294117647058826	0.3235294117647059	0.34210526315789475	0.3125	0.3888888888888889	0.2727272727272727	0.30303030303030304	0.35294117647058826	0.40540540540540543	0.3428571428571429	0.40540540540540543	0.34375	0.3055555555555556	0.29411764705882354	0.3235294117647059	0.2413793103448276	0.25806451612903225	0.29411764705882354	0.2413793103448276	0.3225806451612903	0.2857142857142857	0.25806451612903225	0.2857142857142857	0.16666666666666666	0.21212121212121213	0.21212121212121213	0.32432432432432434	0.13793103448275862	0.0	0.22857142857142854	0.21212121212121213	0.3076923076923077	0.2894736842105263	0.1724137931034483	0.3414634146341464
A2021	0.325	0.275	0.375	0.3809523809523809	0.32432432432432434	0.35897435897435903	0.2894736842105263	0.30952380952380953	0.3684210526315789	0.3902439024390244	0.2894736842105263	0.3157894736842105	0.35897435897435903	0.4047619047619048	0.2631578947368421	0.36585365853658536	0.35135135135135137	0.275	0.3076923076923077	0.3333333333333333	0.3611111111111111	0.3684210526315789	0.35	0.3611111111111111	0.3333333333333333	0.4444444444444444	0.32432432432432434	0.2564102564102564	0.25	0.1891891891891892	0.1891891891891892	0.2926829268292683	0.22857142857142854	0.22857142857142854	0.0	0.1388888888888889	0.1951219512195122	0.2195121951219512	0.2571428571428571	0.3111111111111111
A2022	0.35897435897435903	0.2631578947368421	0.2777777777777778	0.3333333333333333	0.2647058823529412	0.35135135135135137	0.22857142857142854	0.2564102564102564	0.3142857142857143	0.34210526315789475	0.22857142857142854	0.2571428571428571	0.3055555555555556	0.35897435897435903	0.25	0.35897435897435903	0.3888888888888889	0.2631578947368421	0.25	0.2777777777777778	0.25	0.3142857142857143	0.25	0.25	0.2727272727272727	0.34375	0.21212121212121213	0.2432432432432433	0.125	0.2222222222222222	0.17142857142857146	0.2368421052631579	0.15625	0.21212121212121213	0.1388888888888889	0.0	0.225	0.25	0.1875	0.3023255813953488
A2023	0.30952380952380953	0.2195121951219512	0.3170731707317073	0.3636363636363637	0.35	0.3809523809523809	0.35714285714285715	0.3333333333333333	0.3902439024390244	0.4444444444444444	0.3170731707317073	0.3809523809523809	0.4186046511627907	0.4565217391304348	0.3333333333333333	0.3863636363636364	0.4146341463414634	0.2619047619047619	0.3333333333333333	0.35714285714285715	0.38461538461538464	0.35	0.25	0.425	0.4390243902439024	0.4615384615384616	0.35	0.24390243902439024	0.325	0.2682926829268293	0.30952380952380953	0.1951219512195122	0.35	0.3076923076923077	0.1951219512195122	0.225	0.0	0.16666666666666666	0.375	0.2222222222222222
A2024	0.3333333333333333	0.2857142857142857	0.3414634146341464	0.30952380952380953	0.375	0.325	0.3414634146341464	0.2380952380952381	0.3333333333333333	0.4318181818181818	0.3	0.36585365853658536	0.4047619047619048	0.4444444444444444	0.3170731707317073	0.4090909090909091	0.4	0.2857142857142857	0.3170731707317073	0.3	0.41025641025641024	0.375	0.275	0.41025641025641024	0.4634146341463415	0.4473684210526316	0.375	0.225	0.3076923076923077	0.25	0.3333333333333333	0.2195121951219512	0.3333333333333333	0.2894736842105263	0.2195121951219512	0.25	0.16666666666666666	0.0	0.35897435897435903	0.24444444444444444
A2025	0.3888888888888889	0.3783783783783784	0.4	0.40540540540540543	0.2903225806451613	0.38235294117647056	0.35294117647058826	0.3684210526315789	0.34375	0.37142857142857133	0.30303030303030304	0.28125	0.3333333333333333	0.3888888888888889	0.37142857142857133	0.3888888888888889	0.3225806451612903	0.3783783783783784	0.37142857142857133	0.4	0.3333333333333333	0.3939393939393939	0.2727272727272727	0.21428571428571427	0.3	0.32142857142857145	0.2333333333333333	0.2647058823529412	0.07142857142857142	0.1875	0.1875	0.3055555555555556	0.10714285714285714	0.1724137931034483	0.2571428571428571	0.1875	0.375	0.35897435897435903	0.0	0.36585365853658536
A2026	0.44680851063829785	0.40425531914893614	0.4565217391304348	0.39130434782608703	0.4545454545454545	0.4782608695652174	0.3863636363636364	0.3958333333333333	0.4545454545454545	0.4	0.3863636363636364	0.372093023255814	0.4090909090909091	0.37777777777777777	0.4	0.4130434782608696	0.4772727272727273	0.2954545454545455	0.3636363636363637	0.4222222222222222	0.4523809523809524	0.4186046511627907	0.24390243902439024	0.4146341463414634	0.4651162790697674	0.4878048780487805	0.3809523809523809	0.2380952380952381	0.3170731707317073	0.2619047619047619	0.3409090909090909	0.3111111111111111	0.3414634146341464	0.3414634146341464	0.3111111111111111	0.3023255813953488	0.2222222222222222	0.24444444444444444	0.36585365853658536	0.0
